"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","wdsp","NUM_TRIPS"
"232",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2009,61.8,2.1,0.72353999618015
"233",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2009,61.6,7.2,0.818873747239823
"234",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2009,57.4,8.8,0.888597746288211
"235",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2009,61,8.5,0.921041344855432
"236",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2009,66,6.1,0.870302672890119
"237",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2009,65.1,6,0.769046478198371
"238",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2009,63.4,6,0.775895403111503
"239",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2009,65.7,5.1,0.839247958557973
"240",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2009,60.4,7.3,0.873261381646624
"241",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2009,55.8,8.8,0.8965959770943
"242",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2009,57.2,9.4,0.892486287071817
"243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2009,57.3,6.3,0.825530004255447
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2009,52.3,4.1,0.692223923656602
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2009,58.5,3.6,0.725243850543324
"246",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2009,59.5,5,0.759969307166241
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2009,67.8,8.2,0.787602909787864
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2009,69.9,8.6,0.82823573168566
"249",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2009,55.8,10.3,0.89492395481854
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2009,50.5,5,0.896403309196793
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2009,58.3,8.8,0.757308814807617
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2009,65.2,10.8,0.658542224426269
"253",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2009,61.2,10.6,0.769173806548028
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2009,56.8,7.5,0.845234066364876
"255",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2009,48.9,7.3,0.876235168760324
"256",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2009,51.4,5.6,0.916480979490083
"257",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2009,59,9.3,0.875973810568923
"258",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,62.6,4.6,0.730727346443686
"259",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2009,59.8,7.2,0.736984864680121
"260",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2009,56.6,9.9,0.798308543397187
"261",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2009,59.7,12.7,0.842176510600085
"262",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2009,56.1,13,0.882164313884486
"263",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2009,52.5,4,0.914259434863172
"264",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2009,63.1,8.9,0.90765176366518
"265",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,48.1,7,0.776780000067015
"266",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2009,46,6.5,0.691510214749314
"267",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2009,48.9,6.1,0.806221330179164
"268",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2009,42.9,7.3,0.854527360516819
"269",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2009,38.8,4.8,0.893531719837422
"270",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2009,42.6,15.5,0.922535777590881
"271",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2009,46.4,11.5,0.906604655526553
"272",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,47.3,16.7,0.79143616326175
"273",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2009,42.7,10,0.758550266216773
"274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2009,42.4,4.7,0.793031118378507
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2009,52.9,5.3,0.844315961948928
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2009,57,7.7,0.884101045097691
"277",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2009,49.5,12,0.938483653385426
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2009,54.7,13.5,0.907594800982439
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009,59.9,11.6,0.749803143669938
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2009,47,5.2,0.751188677158969
"281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2009,44.8,4.8,0.820239176252593
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2009,52.6,10,0.858084177442108
"283",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2009,48.4,14.1,0.877139870192098
"284",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2009,44,3,0.927318967568129
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2009,55.3,10.2,0.909482946378011
"286",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2009,55.9,9.9,0.808203296463958
"287",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2009,47.2,9.3,0.760311083262688
"288",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2009,49.6,7.7,0.792841801227043
"289",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009,45.1,7.2,0.84382507765354
"290",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2009,42.7,3.2,0.906760465217581
"291",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2009,40.4,7.5,0.913111804343237
"292",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2009,37.3,6.8,0.905912726468548
"293",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2009,51.3,9.3,0.749322311612681
"294",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2009,45.9,5.1,0.733237055230347
"295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2009,57.3,9,0.798995446336127
"296",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009,49.6,12,0.813140620759212
"297",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2009,47.2,15.7,0.89422699964147
"298",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2009,49.9,17.8,0.926302016143894
"299",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2009,57.4,15.7,0.907179308473032
"300",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2009,59.2,6.7,0.738625054868466
"301",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2009,53.9,5.8,0.740107759992762
"302",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2009,42.9,6.2,0.799022252304476
"303",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009,42.2,2.9,0.845413331278209
"304",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2009,41.9,3.1,0.889968201420046
"305",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2009,56.9,12.1,0.927270381750497
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2009,47.7,7.2,0.901963872256158
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2009,44.7,8.2,0.756449348447432
"308",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2009,47.4,11.9,0.745666647679106
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2009,48.4,14.1,0.795750248792894
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009,48.9,10.3,0.788324995560261
"311",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2009,44.3,19,0.709160269534012
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2009,44,12.6,0.656990829008079
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2009,51.5,11.1,0.754820885870239
"314",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,38.3,7.9,0.815695564617462
"315",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,41,6.2,0.844555540291046
"316",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,55.2,16.9,0.893335701193871
"317",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,46.9,6.4,0.940378500273086
"318",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,41.5,5.1,0.966306573158514
"319",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,34.3,12.6,0.760974530979323
"320",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,32,3.5,0.78409635405323
"321",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,34,6.2,0.845870708113161
"322",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,36.9,10,0.868987505068003
"323",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,45.3,16.1,0.933926638766121
"324",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,28.2,20,1
"325",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,26,15.5,0.944419500001675
"326",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,31.4,6,0.813304807315349
"327",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,41.6,9.6,0.783940544362202
"328",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,42.9,4.8,0.851761319657822
"329",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,35.2,10.8,0.915943184750085
"330",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,23.8,12.6,0.949149078042226
"331",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009,16,8.2,0.974938094966844
"332",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,23.8,8,0.818940762160695
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,24.1,12.5,0.712770698395998
"334",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,23.3,10.7,0.762445508492466
"335",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,19.5,9.7,0.764127583006356
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,24.9,8.9,0.641056356197707
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,35.2,6.6,0.62902717790116
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,26.3,17.5,0.748918546714426
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,17.2,12.2,0.719798888222463
"340",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,27.1,1.6,0.772683713028706
"341",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,33,4.8,0.683891477564746
"342",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,31.3,7.6,0.698809738564539
"343",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,20.7,18.8,0.662981065415026
"344",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,27.6,12.4,0.679577332956661
"345",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,24.1,5.6,0.757764609378457
"346",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,27.3,8.7,0.798212055098519
"347",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,27.1,9.4,0.838513143250023
"348",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,26.5,5.2,0.904547635984901
"349",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,22.2,8.1,0.904746750351428
"350",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,16,6.1,0.758392585457504
"351",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,22.2,7.3,0.762434436914782
"352",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,27.4,7.5,0.840114567343202
"353",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,19.9,9,0.855182589575937
"354",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,26,4.8,0.864450767696502
"355",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,32.5,6.5,0.891016368222028
"356",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,34.5,9.6,0.836629215012883
"357",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,34.3,6.5,0.810453334059448
"358",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,34.3,5.7,0.762878615117035
"359",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,34.8,4.9,0.82808601740634
"360",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,32,6.6,0.873514725953962
"361",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,27.7,6.2,0.930240196595655
"362",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,32.2,12.1,0.923790252585934
"363",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,26.6,3.1,0.763954173062719
"364",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,48.3,17.4,0.722591141623071
"365",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,43,14.1,0.798697077273393
"366",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,33.7,8.6,0.843387190649453
"367",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,30.7,5.1,0.902165070915347
"368",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,19.7,22.2,1
"369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,13,12.7,0.984807744017209
"370",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,21.3,7.4,0.798513279396598
"371",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,25.4,10.8,0.714590828485948
"372",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,27.4,9.5,0.771915344059414
"373",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,32.4,13.6,0.775526631971981
"374",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,27.4,6.5,0.872614456724109
"375",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,24.7,5.9,0.910839309600716
"376",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,29.4,12.2,0.831664970507248
"377",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,32.1,14.3,0.700036759575359
"378",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,32.8,6.6,0.775031398803952
"379",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,31.5,11.9,0.824595559579443
"380",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,34.7,11,0.852032498187549
"381",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,34.3,13.9,0.89430941351459
"382",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,34.9,8.7,0.86935034257882
"383",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,34.8,10.1,0.741576781563031
"384",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,33.5,8.9,0.725761654997771
"385",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,33.9,7.2,0.846144158801366
"386",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,41,16.4,0.820643905228369
"387",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,40,7.9,0.776299263787394
"388",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,33,7.5,0.825810667764916
"389",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,32.9,4.2,0.737126490379543
"390",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2010,41.1,7.9,0.722769834003288
"391",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2010,41.8,7.1,0.770441557380676
"392",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,35.4,3.3,0.808719167055252
"393",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2010,37,4.7,0.864923877046028
"394",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2010,42.4,8.2,0.909151092065718
"395",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2010,40.7,14.9,0.952147882410203
"396",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2010,46.7,23.5,0.691633112208604
"397",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2010,43,16.8,0.74022893046654
"398",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2010,39.7,15.5,0.77647795616761
"399",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,39.7,5.3,0.803586441162556
"400",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2010,46.7,9.2,0.875100833557408
"401",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2010,48.4,5.4,0.871698871004523
"402",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2010,49.4,5.7,0.864934088039183
"403",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2010,48.6,7.5,0.744937900143294
"404",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2010,44.9,2.8,0.729786488133124
"405",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2010,48.2,9,0.754633238144186
"406",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,44.5,14,0.772912617724242
"407",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2010,46.5,10,0.819318177950381
"408",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2010,42.4,15.2,0.895395182453429
"409",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2010,30.9,11.3,0.868989554154002
"410",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2010,31.6,6.3,0.745033202746076
"411",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2010,47.1,16.8,0.694461557312603
"412",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2010,50.7,16.2,0.778098100414907
"413",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,44.9,9,0.768140680256364
"414",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,47.1,10.3,0.869055925609511
"415",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,46.1,3.1,0.877056238746635
"416",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,48,5.6,0.843696924108495
"417",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,51,8.9,0.687952049176143
"418",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,55,7.5,0.716168426928431
"419",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,56.2,7.3,0.805739258886117
"420",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,59.1,9.8,0.86635341608776
"421",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,55.7,7,0.904916933570682
"422",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,55.3,12.8,0.966329250070626
"423",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,45.6,15.1,0.922580249897039
"424",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,51.8,14.6,0.765092698799528
"425",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,47.9,4.6,0.750737744255465
"426",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,43.6,5.2,0.837829006708622
"427",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,44.8,5.6,0.857614507779075
"428",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,48.4,10.9,0.914947532513504
"429",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,40.8,5.6,0.981385359478014
"430",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,40,7.9,0.917685780511298
"431",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,41.4,4.3,0.784689296496608
"432",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,45.6,6,0.768598473116157
"433",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,51,7.3,0.843553970204322
"434",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,52.4,5.5,0.882605913526503
"435",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,54.4,9.1,0.901029948842924
"436",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,50.2,7.7,0.939050581856427
"437",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,49.2,7.1,0.908060217630301
"438",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,49.9,9.7,0.823690184853013
"439",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,48.1,9.4,0.830233729633323
"440",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,46.9,7.9,0.864280584477248
"441",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,41.7,12.8,0.89530158168284
"442",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,48.9,14.9,0.907299498640236
"443",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,52.9,10,0.940696253586611
"444",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2010,60.1,4.2,0.926514885926188
"445",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010,60.9,8.5,0.78566955183951
"446",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2010,60.6,13.6,0.797660661468137
"447",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2010,63.9,8.6,0.845420880119537
"448",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010,61.9,11.6,0.898706947900109
"449",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2010,57.9,13.4,0.940041048192484
"450",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2010,57.8,10.8,0.928674510978519
"451",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2010,54.3,10.2,0.924617343031508
"452",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010,49,14.8,0.796595314515607
"453",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2010,44.8,9.2,0.807104128304533
"454",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2010,42.8,5.8,0.871734609480567
"455",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010,46.6,5.8,0.921332806899908
"456",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2010,46.7,6,0.912532632632292
"457",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2010,53.1,9.7,0.971104591202889
"458",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2010,60.6,10.2,0.936281700879167
"459",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010,58.6,5.5,0.805468667567503
"460",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2010,56.5,6.8,0.820672836375642
"461",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2010,51.4,5.1,0.895339021991076
"462",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010,52.4,9.6,0.890842781338389
"463",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2010,59.7,7.6,0.917353923233753
"464",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2010,61.7,7,0.954989942171742
